"SR","FRic","FEve","FDiv","FDis","RaoQ","kde.alpha","kde.evenness","kde.dispersion","sev.blueplots","n_trait","traits","mean_cor","min_cor","max_cor"
6,2.92505474501476,0.259858728556747,0.791202340195173,1.37077278142391,2.08203082832409,0.248557726976269,0.410168239815376,0.390895866625938,"4 E 1",5,2,NA,NA,NA
3,0.111844774829336,0.498647779757647,0.917305701905732,0.418185292795128,0.225209524754102,0.00998522092638395,0.541155291995045,0.0531662815671336,"2 N 3",5,2,NA,NA,NA
5,2.98148396691524,0.310766128825348,0.682240463161295,0.623436730079023,1.02893291836281,0.280740044333021,0.49565674253116,0.343210965949145,"5 W 1",5,2,NA,NA,NA
2,NA,NA,NA,0.464351180577501,0.216776534485223,0.0100096284376196,0.574033762106129,0.0530706757753375,"1 E 1",5,2,NA,NA,NA
2,NA,NA,NA,0.424256991276934,0.183484787270821,0.00625046673647062,0.893572442860791,0.0566143697789845,"4 N 1",5,2,NA,NA,NA
3,0.0896968657224898,0.945187505576985,0.423450478455251,0.21386592044764,0.104406277312183,0.0119278946273538,0.652617389010307,0.0623181839714127,"5 N 1",5,2,NA,NA,NA
2,NA,NA,NA,0.334048151599549,0.155946196938458,0.00947706946941478,0.566635596592025,0.0513817399778909,"4 N 3",5,2,NA,NA,NA
4,0.133281209373877,0.727371395052288,0.879186538317872,0.324795240704002,0.163837862153963,0.0110645771544034,0.529338681777507,0.0599498202879588,"1 N 1",5,2,NA,NA,NA
9,9.88979671438006,0.52499822947715,0.955135707975498,1.34277499501875,2.90367340035714,0.538178281985396,0.446598358426226,0.434207812042652,"4 E 3",5,2,NA,NA,NA
3,0.204364561637705,0.375327605245854,0.58475308458083,0.640658678813812,0.730000553716161,0.13764857246401,0.549760504067134,0.329263364428055,"3 W 1",5,2,NA,NA,NA
3,0.111844774829336,0.600587468499208,0.880330529167982,0.453957139593607,0.221379148244748,0.00969581088367772,0.530263328687371,0.0522630023371977,"2 E 3",5,2,NA,NA,NA
2,NA,NA,NA,0.0582939619908599,0.0272138062534393,0.00773087328053365,0.477081990301202,0.0449718901676506,"2 W 3",5,2,NA,NA,NA
3,0.289379009043908,0.241070719511754,0.615290260475445,0.49241498641697,0.318532484348672,0.133725601111566,0.478720500905015,0.347701355362997,"3 E 3",5,2,NA,NA,NA
5,0.320723787865691,0.689657382061429,0.451714673418029,0.577688261723053,0.504665788549452,0.0189666278520725,0.469551808337089,0.111052463894103,"5 E 1",5,3,NA,NA,NA
5,4.68490398904009,0.634321304696752,0.939677315862436,0.902413313808587,1.4348267739881,0.44625688086707,0.573714106947985,0.40012397234977,"4 W 1",5,3,NA,NA,NA
5,5.10760755477052,0.480648692097511,0.996861057767899,0.844155673607683,1.52554798315078,0.41675036537737,0.611963591256271,0.437344709766577,"2 W 1",5,3,NA,NA,NA
8,7.29080748257104,0.330417909852765,0.832589129413543,0.82307743114194,1.00843378184809,0.306079276953663,0.431595378393148,0.283490551362648,"5 N 3",5,3,NA,NA,NA
2,NA,NA,NA,0.619566555281596,0.613878198697715,0.0119784281684365,0.556909008030035,0.0619469376433101,"5 E 3",5,3,NA,NA,NA
2,NA,NA,NA,0.046699229058128,0.0479843354689106,0.0166345595617143,0.592038167456435,0.172708104611296,"1 E 3",5,3,NA,NA,NA
3,0.0494399157842998,0.801037527545795,0.239055541777993,0.636539406042416,0.691146902923528,0.0195458379327127,0.564921957908545,0.0920683929962994,"2 E 1",5,3,NA,NA,NA
3,0.248066431969512,0.919439982125024,0.45018759347577,0.871442641527757,0.86409156295039,0.030770801956724,0.555186870213376,0.13046576028338,"3 E 1",5,3,NA,NA,NA
2,NA,NA,NA,0.962806784249449,0.953967074837274,0.0126769266622827,0.572734817234693,0.0641816228451961,"2 N 1",5,3,NA,NA,NA
3,1.09471461536928,0.388309785618602,0.617321494637278,1.03938949353388,1.26177963718845,0.179468834223471,0.580705775689737,0.383374291403739,"3 N 1",5,3,NA,NA,NA
4,1.43056995849586,0.446572841676583,0.61157620315987,0.835615494441977,1.08196525760106,0.184414591207961,0.53226399595261,0.246736832535019,"1 W 3",5,3,NA,NA,NA
4,4.05773861294276,0.128592514684639,0.875237920851717,1.10511598227204,1.5196972414106,0.349148164179268,0.483780345547308,0.391303773344692,"3 W 3",5,3,NA,NA,NA
2,NA,NA,NA,0.691096121863849,0.684751038932263,0.0120782414299209,0.569010945442957,0.0622432398783833,"3 N 3",5,3,NA,NA,NA
5,1.48000987428016,0.314687216181407,0.560400588320175,1.06327950200389,1.24393049532512,0.136206835233967,0.483894126599676,0.206328335016497,"1 W 1",5,3,NA,NA,NA
2,NA,NA,NA,0.208679069187279,0.302529778758639,0.220682954093565,0.613244571322586,0.413110658155078,"5 W 3",5,3,NA,NA,NA
6,4.56476916278943,0.870726742675336,0.704456881591424,1.47739157252008,2.27900080373,0.442399099312516,0.677842738071978,0.433577285422345,"4 E 1",5,3,NA,NA,NA
3,0.0494399157842998,0.705890934302259,0.704345473187697,0.878234284230873,0.960009407580695,0.0202111392142163,0.489888202350257,0.0920623209456288,"2 N 3",5,3,NA,NA,NA
5,6.17546785813715,0.464073328962818,0.569338720594686,0.706602130633287,1.19272175096164,0.504995219529623,0.468920168704869,0.389969963919302,"5 W 1",5,3,NA,NA,NA
2,NA,NA,NA,0.985541877358747,0.976493432798636,0.0127073772021769,0.568591612229923,0.0634955923983999,"1 E 1",5,3,NA,NA,NA
2,NA,NA,NA,0.548279629979558,0.306440575489806,0.00745261140385252,0.579396315787285,0.08384690046279,"4 N 1",5,3,NA,NA,NA
3,0.107564103901824,0.940248730423783,0.248326742122896,0.232010732925928,0.186050702177186,0.0175816174922815,0.573929066194926,0.0920172611264949,"5 N 1",5,3,NA,NA,NA
2,NA,NA,NA,0.708985905982188,0.702476573591998,0.0121056636729706,0.571325332593401,0.0637866314706533,"4 N 3",5,3,NA,NA,NA
4,0.406274883191735,0.637029456298154,0.443601453749597,0.695088280415743,0.669908670225429,0.0235945090698763,0.502992720926371,0.108575839018403,"1 N 1",5,3,NA,NA,NA
9,11.7014172803422,0.578806213209424,0.890998494760192,1.31826196252737,2.75350969135076,0.693207279318197,0.482884169147683,0.453091759680606,"4 E 3",5,3,NA,NA,NA
3,0.878017112928846,0.471206682370811,0.651792100955816,1.12273357323571,1.55250363321862,0.249664504335956,0.657780975120954,0.359748775163838,"3 W 1",5,3,NA,NA,NA
3,0.0494399157842998,0.826864236030712,0.580265963455976,0.959880266815313,0.978149816321665,0.0195732484249745,0.50048644679134,0.0898212182878993,"2 E 3",5,3,NA,NA,NA
2,NA,NA,NA,0.123723472970826,0.122587544593067,0.00983328936312134,0.479093551690971,0.05576161279605,"2 W 3",5,3,NA,NA,NA
3,1.26992667499664,0.416135254639421,0.614345501746719,1.0149679477608,1.12358437639267,0.544019242731702,0.535570899075804,0.415096023933818,"3 E 3",5,3,NA,NA,NA
5,0.280403551475835,0.826871441598988,0.505352634212365,0.43024388182487,0.215361077123891,0.0111181450323503,0.495527672028114,0.0592271128110047,"5 E 1",5,4,NA,NA,NA
5,5.54436228240211,0.6049490673882,0.949935010943554,0.880863207141325,1.37917614202972,0.509636181118096,0.554270717638603,0.41513647566226,"4 W 1",5,4,NA,NA,NA
5,3.31585210651814,0.496088480085992,0.996326089828886,0.785537575351015,1.43129520992275,0.261902890372712,0.615154466652183,0.428386599758357,"2 W 1",5,4,NA,NA,NA
8,5.32295702592296,0.245458168379847,0.814847438745746,0.54163097656705,0.511740355844831,0.200698524901177,0.397840699089479,0.229769413008224,"5 N 3",5,4,NA,NA,NA
2,NA,NA,NA,0.27147858463047,0.117862983527985,0.0200644261190611,0.761842856113767,0.0928270254613347,"5 E 3",5,4,NA,NA,NA
2,NA,NA,NA,0.0184237048738552,0.0074685105516864,0.00456990075478611,0.591058831615338,0.0733228998141823,"1 E 3",5,4,NA,NA,NA
3,0.000479934968301861,0.879454702435792,0.458729933309529,0.287185521384261,0.131937271767838,0.0157865018098464,0.763003091854094,0.0813101844976803,"2 E 1",5,4,NA,NA,NA
3,0.0442861629690437,0.518701417784857,0.654789085431909,0.382791256779678,0.167025191609724,0.024420702184437,0.678241886983963,0.113647364220988,"3 E 1",5,4,NA,NA,NA
2,NA,NA,NA,0.42187787709402,0.183159144381265,0.0214238581098888,0.878621223755836,0.0982575034790244,"2 N 1",5,4,NA,NA,NA
3,1.10568127720009,0.262026932162695,0.612411026587672,0.508184397333976,0.498511621804881,0.2510839975003,0.581735841800497,0.388817904416843,"3 N 1",5,4,NA,NA,NA
4,1.41581995544135,0.32377454479085,0.779866948065746,0.534221604632859,0.610144886251681,0.257755829716542,0.375816368388259,0.278026369485408,"1 W 3",5,4,NA,NA,NA
4,2.59044364083747,0.144015526924663,0.928454974882019,0.582177661941278,0.745906198905413,0.252213869570815,0.55635155089783,0.377432230344172,"3 W 3",5,4,NA,NA,NA
2,NA,NA,NA,0.302821053537874,0.131470380596111,0.020640650105857,0.778582720679193,0.0958041979392425,"3 N 3",5,4,NA,NA,NA
5,1.41581995544135,0.0459179318365602,0.84113979419778,0.498527342192736,0.355162623424391,0.182020342430648,0.317476139660291,0.229710045501059,"1 W 1",5,4,NA,NA,NA
2,NA,NA,NA,0.203961581554885,0.289006153498171,0.190325416922551,0.608187455516846,0.405110075493626,"5 W 3",5,4,NA,NA,NA
6,3.68753273135187,0.728484758251602,0.658488408575098,1.32333676484017,1.91236791956166,0.336372451986526,0.661362071109519,0.393754882190436,"4 E 1",5,4,NA,NA,NA
3,0.000479934968301861,0.634190835597209,0.81490911073487,0.374688403300836,0.17332225676721,0.0164163771904713,0.760618171866,0.0826926455515528,"2 N 3",5,4,NA,NA,NA
5,3.39291231524842,0.344728249690052,0.63125383888024,0.586696634529191,0.927628418887413,0.237088479666721,0.4669954752993,0.340027141901236,"5 W 1",5,4,NA,NA,NA
2,NA,NA,NA,0.431839826857349,0.187484145273914,0.0214564195020752,0.898591085511228,0.0979197659664602,"1 E 1",5,4,NA,NA,NA
2,NA,NA,NA,0.282219167476833,0.0811923403529664,0.000180412507495141,0.892544146307742,0.00969897990572263,"4 N 1",5,4,NA,NA,NA
3,0.0590616411554663,0.796793370276774,0.708847135633762,0.197045552937621,0.0915973703225791,0.00360616135572714,0.496599030853865,0.0331471079967507,"5 N 1",5,4,NA,NA,NA
2,NA,NA,NA,0.310659909961594,0.134873636167098,0.0205849341897166,0.786759990860886,0.0956767601887819,"4 N 3",5,4,NA,NA,NA
4,0.378497795697274,0.118270554248501,0.659008220332131,0.309856111376639,0.150430097645508,0.0181045513452325,0.589277873935046,0.0875800947511633,"1 N 1",5,4,NA,NA,NA
9,10.5838881908556,0.510430788238115,0.928904722148724,1.28901842795893,2.57763096874859,0.57306682831223,0.413696886626297,0.428311803459559,"4 E 3",5,4,NA,NA,NA
3,0.777717215126243,0.37053235557552,0.623511295405032,0.599224689302383,0.660732346231056,0.212154855982051,0.631652412778496,0.339672891869233,"3 W 1",5,4,NA,NA,NA
3,0.000479934968301861,0.749997730792798,0.730859951786335,0.418217163940794,0.184923122648604,0.0165741533851891,0.785312894588451,0.0844895500728218,"2 E 3",5,4,NA,NA,NA
2,NA,NA,NA,0.0542125346201425,0.0235364829371039,0.0167171228845669,0.60153360936174,0.0840686721412919,"2 W 3",5,4,NA,NA,NA
3,0.76357855796243,0.218507075950747,0.62493362608591,0.461352271939823,0.297072167071358,0.39599175978258,0.554301663064889,0.37449831410857,"3 E 3",5,4,NA,NA,NA
5,0.217619939874038,0.759218637081809,0.881872056886702,0.491898076293732,0.27818249875867,0.00901528840523474,0.559687125470883,0.0541939657567395,"5 E 1",5,5,NA,NA,NA
5,7.75688395723605,0.5231591845684,0.946146175187124,1.1136754968023,2.44737921822268,0.61667278799772,0.630115571573767,0.442503132179914,"4 W 1",5,5,NA,NA,NA
5,0.920826168188708,0.382810657820151,0.994856139883145,0.770761402764422,1.49701446070596,0.218273208774671,0.636581250058238,0.426204276007167,"2 W 1",5,5,NA,NA,NA
8,3.49852070799564,0.271363754997453,0.835255143512169,0.631475998229311,0.607186319434875,0.153779755397715,0.398739220180499,0.21398686099918,"5 N 3",5,5,NA,NA,NA
2,NA,NA,NA,0.271479600014558,0.117863865191797,0.0231492855059049,0.761102230501362,0.104093003733217,"5 E 3",5,5,NA,NA,NA
2,NA,NA,NA,0.0383213918472712,0.0323119085883299,0.0141578719887297,0.58766777157316,0.122925720363633,"1 E 3",5,5,NA,NA,NA
3,0.0720517626623381,0.842374245120492,0.964899787011461,0.307264589275768,0.159971970568218,0.0158188093758902,0.770792066000239,0.080616076963698,"2 E 1",5,5,NA,NA,NA
3,0.0888542577379661,0.288183637749237,0.65929417994535,0.383378272991291,0.168933326508744,0.0389327175062261,0.634297413571149,0.1512205332807,"3 E 1",5,5,NA,NA,NA
2,NA,NA,NA,0.421879455001478,0.183160514487337,0.0245164679583055,0.885248493872822,0.106504334688837,"2 N 1",5,5,NA,NA,NA
3,1.19262503903565,0.264638933446494,0.617355857574928,0.506999868830221,0.49173953429904,0.270606238814542,0.582822647583935,0.382706784643958,"3 N 1",5,5,NA,NA,NA
4,0.639204222081179,0.517582632522871,0.563095416494131,0.482770243025094,0.370059761648176,0.122226878297446,0.462819515784745,0.219837880267761,"1 W 3",5,5,NA,NA,NA
4,1.44337985693306,0.15874630723833,0.915806381909457,0.596721917730548,0.834088270657796,0.259276515081145,0.545843068390351,0.375597629185977,"3 W 3",5,5,NA,NA,NA
2,NA,NA,NA,0.302822186149051,0.131471364048875,0.0235684284937322,0.774028712023245,0.104015929696735,"3 N 3",5,5,NA,NA,NA
5,0.781093881624269,0.0924056527876367,0.664233683460814,0.515316463996691,0.315671673622702,0.108025950079321,0.478177527024039,0.195801140959507,"1 W 1",5,5,NA,NA,NA
2,NA,NA,NA,0.215601030537719,0.322932691880971,0.212572268678288,0.613115900540028,0.41185739663244,"5 W 3",5,5,NA,NA,NA
6,1.29598033198698,0.208349592312603,0.693388875306591,1.31104001731897,1.87512294437943,0.20207150679228,0.6175489483434,0.393572579092086,"4 E 1",5,5,NA,NA,NA
3,0.0720517626623381,0.419204997635417,0.96864234450147,0.387178843005812,0.197403387864893,0.0163522367203483,0.770867366996724,0.0818552425064043,"2 N 3",5,5,NA,NA,NA
5,2.78428243766447,0.336259238720142,0.815422553966557,0.679120518237554,1.09149365060193,0.240884582528223,0.492964872195943,0.341290010844,"5 W 1",5,5,NA,NA,NA
2,NA,NA,NA,0.431841442024487,0.187485547732779,0.0245850829972555,0.901168798302581,0.105252296020677,"1 E 1",5,5,NA,NA,NA
2,NA,NA,NA,0.494159527352074,0.248929515097754,0.00344000441643084,0.571963042506703,0.0482408478709477,"4 N 1",5,5,NA,NA,NA
3,0.103090141895382,0.876685360706219,0.621669261552725,0.233318753515095,0.122883065762966,0.00651662260413316,0.62257414835274,0.0427459084124859,"5 N 1",5,5,NA,NA,NA
2,NA,NA,NA,0.310661071891658,0.134874645077619,0.0234851761581047,0.787463774049121,0.101551170070836,"4 N 3",5,5,NA,NA,NA
4,0.225992797416564,0.144403054070904,0.951311052829494,0.333809005583158,0.18444205768611,0.0163449316726646,0.654304441048524,0.0828006069378573,"1 N 1",5,5,NA,NA,NA
9,10.6313381106879,0.681747772882019,0.933236522726406,1.31959944670062,2.74819656719883,0.569642692305761,0.411232031966665,0.445230930284868,"4 E 3",5,5,NA,NA,NA
3,0.876803105410462,0.352634936066669,0.624998411850402,0.615838447460025,0.723916516706291,0.229680220423002,0.64469596296057,0.337415279169005,"3 W 1",5,5,NA,NA,NA
3,0.0720517626623381,0.510425475421855,0.989943761739703,0.422246293939128,0.19288292706571,0.0164785777625675,0.781432995480696,0.0834358224505613,"2 E 3",5,5,NA,NA,NA
2,NA,NA,NA,0.0542127373858417,0.0235366589997203,0.0192532097547855,0.60358754751705,0.0920275731946519,"2 W 3",5,5,NA,NA,NA
3,1.04048410242266,0.223556157812494,0.632790169800321,0.460610396475617,0.292118579429447,0.284046469922117,0.574983947947906,0.358245444642809,"3 E 3",5,5,NA,NA,NA
5,0.159773054982784,0.889090710092193,0.39420592072452,0.519124423980628,0.331145490333174,0.0191389593650631,0.507620855008556,0.0729581619986314,"5 E 1",5,6,NA,NA,NA
5,4.07531031088821,0.568892918243234,0.950043779470051,0.793137016604033,1.23877573875086,0.318987005713993,0.563054220575947,0.313368179125125,"4 W 1",5,6,NA,NA,NA
5,2.59545414838551,0.425955221168592,0.95967938460946,0.870561890270431,1.73946025757647,0.213154908932722,0.628295090579258,0.372629840376113,"2 W 1",5,6,NA,NA,NA
8,6.46278862599502,0.357664506261566,0.562974471822716,0.692126110413932,0.68190152421352,0.227058874937936,0.440483846358474,0.254725556648272,"5 N 3",5,6,NA,NA,NA
2,NA,NA,NA,0.337906122466239,0.182599001904054,0.0359134145413264,0.751204026796315,0.0995941851442951,"5 E 3",5,6,NA,NA,NA
2,NA,NA,NA,0.0370722338308618,0.0302397066716253,0.0228939416776644,0.58533687480832,0.109547148781085,"1 E 3",5,6,NA,NA,NA
3,0.058265887095906,0.998908958489097,0.966383706195132,0.360492327463966,0.223626180627373,0.0257486600688272,0.756522194952468,0.0853934946888124,"2 E 1",5,6,NA,NA,NA
3,0.0712495262901828,0.356077723882481,0.699188110459652,0.476232263580326,0.258977221638684,0.0604691828782128,0.635523084557929,0.139230250935743,"3 E 1",5,6,NA,NA,NA
2,NA,NA,NA,0.525106309203621,0.283758954274889,0.0379964141584946,0.882306377504816,0.105456779110016,"2 N 1",5,6,NA,NA,NA
3,0.558686679908048,0.345368741721692,0.607596684887467,0.598227872722642,0.524354780028904,0.154508138016532,0.608134322333299,0.27952913879002,"3 N 1",5,6,NA,NA,NA
4,0.376961984307471,0.639832461215449,0.4450278644962,0.554217985930966,0.443439682383433,0.0550445694922214,0.557948122371219,0.12651717314352,"1 W 3",5,6,NA,NA,NA
4,2.21428659726382,0.0757550221832385,0.903406580996705,0.711134870793557,1.15639669891484,0.248458520410761,0.480045320520086,0.36706502753358,"3 W 3",5,6,NA,NA,NA
2,NA,NA,NA,0.376917715780075,0.203680235797663,0.0364967047840775,0.782826008200496,0.103038963211261,"3 N 3",5,6,NA,NA,NA
5,0.403794772611133,0.139076209662594,0.503984497884061,0.612616138425167,0.421906017393922,0.0468847525524588,0.570941013772709,0.11918412199377,"1 W 1",5,6,NA,NA,NA
2,NA,NA,NA,0.17691513891883,0.217440452712003,0.114949419628909,0.601708129447877,0.262285083783831,"5 W 3",5,6,NA,NA,NA
6,2.00483064472876,0.232457694331104,0.775754844229249,1.30000195738731,1.86795386174405,0.164923963986566,0.709745142056096,0.27313787204593,"4 E 1",5,6,NA,NA,NA
3,0.058265887095906,0.533332454697906,0.897695106339885,0.483554387714408,0.298753940320763,0.0266345998490831,0.756722523393037,0.0878225980010239,"2 N 3",5,6,NA,NA,NA
5,4.51529929703602,0.099248097511559,0.701238800713855,0.690092193618753,1.45249007236596,0.271179201179283,0.512704905133177,0.365280683392145,"5 W 1",5,6,NA,NA,NA
2,NA,NA,NA,0.537505828013961,0.290459453639427,0.0381757151199583,0.899865394395666,0.106483104913965,"1 E 1",5,6,NA,NA,NA
2,NA,NA,NA,0.448549730237294,0.205098860214659,0.00616462028577404,0.576741906912292,0.0425665448420339,"4 N 1",5,6,NA,NA,NA
3,0.0268327883036617,0.990605943684048,0.388724211711514,0.236694867055178,0.137372582051076,0.0137078226693525,0.594366524949604,0.0644701741762008,"5 N 1",5,6,NA,NA,NA
2,NA,NA,NA,0.386674645897838,0.208952722984778,0.036542518488338,0.788978930585837,0.102329162277901,"4 N 3",5,6,NA,NA,NA
4,0.165126583774633,0.784819288027632,0.999628551643752,0.375139766095905,0.230729349059357,0.0357747973182766,0.578679362890746,0.0988172368894925,"1 N 1",5,6,NA,NA,NA
9,10.4222291480259,0.496000398944256,0.920347705174035,1.35337012835542,3.21765495957948,0.473934672327715,0.467953984788956,0.386197875576896,"4 E 3",5,6,NA,NA,NA
3,0.368607984271252,0.330944667260955,0.614648590896667,0.674012875435036,0.674064862721107,0.111493639478953,0.658807176055836,0.212939919822544,"3 W 1",5,6,NA,NA,NA
3,0.058265887095906,0.639343285144169,0.917507631304429,0.525171575682116,0.295482065236336,0.0268427255033392,0.769237683960831,0.0870463281188338,"2 E 3",5,6,NA,NA,NA
2,NA,NA,NA,0.067477688479532,0.0364638511940139,0.0295927915937337,0.598553548441644,0.089987235140854,"2 W 3",5,6,NA,NA,NA
3,0.455043542796244,0.311220267210425,0.621100900095205,0.560892614360112,0.366875146727221,0.203230810833748,0.595986058756022,0.283637061041494,"3 E 3",5,6,NA,NA,NA
5,0.321009862917341,0.723463999618835,0.361730131436974,0.629800843884555,0.600699043907566,0.0486337492781309,0.495762884492342,0.130573926199441,"5 E 1",5,7,NA,NA,NA
5,3.81627291309413,0.566663753095756,0.941013451567803,0.784769164865673,1.18098196719778,0.289836943903973,0.574226424422409,0.301715083454328,"4 W 1",5,7,NA,NA,NA
5,5.91642354692115,0.477158831372509,0.963467725869,0.926219479510449,1.79450321753871,0.436291020591848,0.499029808915181,0.397541002127502,"2 W 1",5,7,NA,NA,NA
8,6.60024143708336,0.300414995824458,0.765316382657311,0.939178039446262,1.14547346817378,0.306112033753713,0.449254455880178,0.287057814713102,"5 N 3",5,7,NA,NA,NA
2,NA,NA,NA,0.642516699767263,0.660199388544877,0.0247395250965688,0.562988054919506,0.0816187296674999,"5 E 3",5,7,NA,NA,NA
2,NA,NA,NA,0.0480086742015775,0.0507130216643947,0.077862967632133,0.578037715401973,0.181661294790205,"1 E 3",5,7,NA,NA,NA
3,0.0425746723386947,0.799935942600382,0.248400359425865,0.6598057233991,0.743464852921543,0.0337786899317494,0.569400554772206,0.103505311468526,"2 E 1",5,7,NA,NA,NA
3,0.215548484771216,0.941827672895359,0.468852833011771,0.903659781151701,0.929137081891725,0.0742306695913074,0.561461385620283,0.149483740947247,"3 E 1",5,7,NA,NA,NA
2,NA,NA,NA,0.998471322016924,1.02595023057602,0.026039157859445,0.581388851019623,0.0858447058072253,"2 N 1",5,7,NA,NA,NA
3,0.825308130878355,0.44354056273845,0.624945586452636,1.06403459443321,1.2638105930338,0.129208204258107,0.588270643330097,0.288908039467354,"3 N 1",5,7,NA,NA,NA
4,0.858546671834745,0.590607482360499,0.736459472524095,0.842402936108265,1.09352629906857,0.0933201451131132,0.555216394809723,0.153850442950878,"1 W 3",5,7,NA,NA,NA
4,4.59777476705517,0.0856041408787935,0.819390046022514,1.16834537719873,1.88975269921457,0.426489298690865,0.420275592393186,0.389308592825975,"3 W 3",5,7,NA,NA,NA
2,NA,NA,NA,0.716695883043744,0.736420055586886,0.0250342148615036,0.572995473920463,0.0835009186337019,"3 N 3",5,7,NA,NA,NA
5,0.90112134417344,0.426003458708695,0.599284815618419,1.10014021318199,1.32157456164541,0.075038727118127,0.497289616245103,0.138471330544759,"1 W 1",5,7,NA,NA,NA
2,NA,NA,NA,0.177392462361597,0.218615359957727,0.135034710803709,0.609995998734353,0.281389294426206,"5 W 3",5,7,NA,NA,NA
6,4.09198702476499,0.884548202796107,0.733405733760066,1.41044608447604,2.06492383714996,0.296846961953168,0.679514648592937,0.312118284799736,"4 E 1",5,7,NA,NA,NA
3,0.0425746723386947,0.706939302184164,0.706218573107265,0.911159241337686,1.03355382314736,0.0351948173135477,0.503653984682166,0.106272657367313,"2 N 3",5,7,NA,NA,NA
5,7.9417512755931,0.533720096633829,0.588464339693241,0.768577379039441,1.61627890496478,0.576038582286938,0.439366985639981,0.403146682408929,"5 W 1",5,7,NA,NA,NA
2,NA,NA,NA,1.02204857432172,1.05017635195284,0.0263100139939369,0.579735392476396,0.0857765987546312,"1 E 1",5,7,NA,NA,NA
2,NA,NA,NA,0.567286011196394,0.328054648433644,0.00462137526587368,0.581813884976551,0.0843745646983916,"4 N 1",5,7,NA,NA,NA
3,0.0827869870853415,0.983296566645585,0.25974137953355,0.251222924184075,0.21901700691608,0.0412693919985069,0.572171800330474,0.111349369641253,"5 N 1",5,7,NA,NA,NA
2,NA,NA,NA,0.735248345169527,0.755483099638318,0.0251460661416932,0.568848819737984,0.0841393001366651,"4 N 3",5,7,NA,NA,NA
4,0.582243558120814,0.564165333520734,0.453248436271656,0.723035005306958,0.736800157130823,0.0588698568054965,0.465168625127559,0.134645085016348,"1 N 1",5,7,NA,NA,NA
9,13.762198399612,0.516476191392207,0.855179074431158,1.3214044798726,3.0674912505731,0.585171515137595,0.442322045437226,0.430229314525286,"4 E 3",5,7,NA,NA,NA
3,0.624408640834949,0.546525348325564,0.668333219557101,1.13177739271232,1.49656794222357,0.160715349892292,0.675631798352985,0.244833583410795,"3 W 1",5,7,NA,NA,NA
3,0.0425746723386947,0.827977318686789,0.583270800443201,0.995530909416419,1.05225273331325,0.0346460711295522,0.521443699214458,0.105149936775105,"2 E 3",5,7,NA,NA,NA
2,NA,NA,NA,0.128306469836527,0.131837589533642,0.02046560788054,0.485052267922807,0.0732754551548072,"2 W 3",5,7,NA,NA,NA
3,0.822568900586833,0.46229839884036,0.607824167788927,1.04806159902077,1.17192703877122,0.404956483265029,0.549246424957794,0.334235717806048,"3 E 3",5,7,NA,NA,NA
5,0.183458305379449,0.833546465661154,0.339766650056291,0.502595018291819,0.311394332482005,0.0279043970289993,0.497018982237321,0.0857341377537708,"5 E 1",5,8,NA,NA,NA
5,4.85037920280575,0.548086948525483,0.950978433721804,0.762339367283272,1.12533133523941,0.338990580124279,0.544382667366136,0.317003267263025,"4 W 1",5,8,NA,NA,NA
5,3.64281822012005,0.435925749970672,0.960221139071505,0.877995346451325,1.70025044431068,0.245218696337663,0.61232301504375,0.374495539671884,"2 W 1",5,8,NA,NA,NA
8,5.18116145719727,0.255808268563212,0.566498390353786,0.688090649527501,0.648780042170523,0.208277073815103,0.414567041918087,0.234541797402244,"5 N 3",5,8,NA,NA,NA
2,NA,NA,NA,0.32041475460608,0.164184173375147,0.0319097715453493,0.763905502960091,0.100960315507796,"5 E 3",5,8,NA,NA,NA
2,NA,NA,NA,0.0215278355913594,0.0101971967471705,0.0292747743175236,0.583450034936051,0.0890561728711591,"1 E 3",5,8,NA,NA,NA
3,0.0290044352633127,0.856013485663095,0.475499483394223,0.33577203411009,0.184255221765853,0.0216456025431404,0.758913788729432,0.0836234518342842,"2 E 1",5,8,NA,NA,NA
3,0.124417253868263,0.522561820332064,0.681810934202001,0.451436780317687,0.232070710551059,0.0575966359858063,0.629201100734078,0.128147216800073,"3 E 1",5,8,NA,NA,NA
2,NA,NA,NA,0.497924713460594,0.255142300120011,0.0339077399269977,0.88478923888118,0.103750896381501,"2 N 1",5,8,NA,NA,NA
3,0.919383056654663,0.329666877870267,0.630036828569023,0.572209637698807,0.500542577650229,0.175911014585928,0.599802287927025,0.294437972771772,"3 N 1",5,8,NA,NA,NA
4,0.678174265099972,0.400059550124061,0.748939954135311,0.560439152023168,0.621705927719191,0.138170735491333,0.402418602736877,0.189478026504248,"1 W 3",5,8,NA,NA,NA
4,2.38922112597227,0.0786296547908528,0.940651247368657,0.682946393294856,1.11596165670938,0.292309531829139,0.433324341501682,0.368896973429755,"3 W 3",5,8,NA,NA,NA
2,NA,NA,NA,0.357406952341988,0.183139397250735,0.0323389744442742,0.776821372741875,0.0996516478689139,"3 N 3",5,8,NA,NA,NA
5,0.707178700363285,0.0572834728196695,0.677388067138794,0.580849827104247,0.43280668974468,0.101029492668904,0.32974796366159,0.163330006091171,"1 W 1",5,8,NA,NA,NA
2,NA,NA,NA,0.171818097231378,0.205091734697258,0.0979947044584279,0.612441188007528,0.269955866756671,"5 W 3",5,8,NA,NA,NA
6,3.33730122446875,0.738543743677565,0.710562086501152,1.25277807169091,1.69829095298162,0.217514854267718,0.665707478828346,0.295562250643523,"4 E 1",5,8,NA,NA,NA
