"SR","FRic","FEve","FDiv","FDis","RaoQ","sev.blackplots","n_trait","traits","mean_cor","min_cor","max_cor"
2,NA,NA,NA,0.0280747958573794,0.00822188758267955,"4 NW 3",5,235,NA,NA,NA
3,0.00977905697657282,0.437509910574952,0.729441523961011,0.058272425621936,0.00421281726551266,"1 N 1",5,235,NA,NA,NA
3,0.0798922907688364,0.471188218641887,0.960276018109525,0.166274331670909,0.0593208864167583,"4 E 3",5,235,NA,NA,NA
1,NA,NA,NA,0,0,"5 W 1",5,235,NA,NA,NA
3,0.0756996055100155,0.64056167090752,0.543873987592181,0.0526108480084619,0.00613455204120836,"4 W 1",5,235,NA,NA,NA
3,0.0781287871368197,0.196894641186666,0.662483212424544,0.109208880650825,0.03382978137896,"5 S 1",5,235,NA,NA,NA
2,NA,NA,NA,0.0438472043694757,0.0039586513490153,"5 NE 1",5,235,NA,NA,NA
4,0.119423887065291,0.535003420215409,0.776942947054071,0.152929324475842,0.0343816380493193,"5 W 3",5,236,NA,NA,NA
5,0.0752491738024548,0.359426821988873,0.383880054808632,0.0732417428722965,0.00830302125671768,"1 E 1",5,236,NA,NA,NA
2,NA,NA,NA,0.0517619691245933,0.00540515008147759,"1 NE 1",5,236,NA,NA,NA
3,0.0704008546211156,0.67732993126374,0.799773104926245,0.191203481350059,0.0377929958536714,"1 S 1",5,236,NA,NA,NA
5,0.167220273702223,0.617072180507716,0.994216344614458,0.0246522682334814,0.00560666005040086,"1 W 1",5,236,NA,NA,NA
6,0.170208824818346,0.295687572393371,0.853689239828553,0.0560892318446182,0.012564199496211,"1 W 3",5,236,NA,NA,NA
4,0.0674185578183319,0.0852356289440654,0.708949535170692,0.087988968940103,0.00850070500469475,"1 E 3",5,236,NA,NA,NA
5,0.0624496764995872,0.830581809774617,0.78721671878691,0.125960200302528,0.0261149002633971,"1 S 3",5,236,NA,NA,NA
7,0.112735384905854,0.664508633715214,0.835727516859127,0.132708673179451,0.0231220821349654,"4 NE 1",5,236,NA,NA,NA
3,0.0202228516331527,0.0217735677832436,0.810301045887652,0.004926240330491,0.000484682029706418,"4 S 3",5,236,NA,NA,NA
4,0.0135550196772224,0.884382568466688,0.835349127108625,0.104600315138004,0.011669938686317,"4 NE 3",5,236,NA,NA,NA
5,0.0929039173075583,0.549695948977044,0.596608316914492,0.117753892280141,0.0190571864825474,"4 NW 1",5,236,NA,NA,NA
2,NA,NA,NA,0.0186689249791605,0.00361819176195637,"5 S 3",5,236,NA,NA,NA
7,0.0844706005523689,0.531510765551812,0.819321314102579,0.139983025868035,0.0221920921970573,"4 S 1",5,236,NA,NA,NA
5,0.0730536895740585,0.456582537405871,0.801190903412741,0.110519752784461,0.0213300201575919,"1 NE 3",5,236,NA,NA,NA
3,0.0572709377036659,0.611778833972974,0.851191075378362,0.219241364685321,0.0518322360838801,"4 W 3",5,236,NA,NA,NA
1,NA,NA,NA,0,0,"4 E 1",5,236,NA,NA,NA
4,0.044916747758321,0.440263251082881,0.584445594429119,0.18233783079975,0.04504016495283,"5 E 1",5,236,NA,NA,NA
4,0.103914178251367,0.530617281316863,0.993147714709437,0.0367718626970674,0.00921300633950968,"5 NE 3",5,236,NA,NA,NA
2,NA,NA,NA,0.0390114917883415,0.00437788097144271,"5 E 3",5,236,NA,NA,NA
6,0.0903523901201255,0.314933142441856,0.894485116736005,0.0773867205093875,0.00938219541707635,"5 N 1",5,236,NA,NA,NA
3,0.0409671009198753,0.805916921336177,0.75297186448476,0.0450469857044106,0.00806029117484968,"5 N 3",5,236,NA,NA,NA
2,NA,NA,NA,0.0185794968883588,0.00360085985978272,"4 NW 3",5,236,NA,NA,NA
3,0.0131733567625625,0.743105568425747,0.459431773023077,0.0871441919156878,0.00883019314697654,"1 N 1",5,236,NA,NA,NA
3,0.0364760885772683,0.391897989122887,0.984037165327834,0.126801655594078,0.0345251226986114,"4 E 3",5,236,NA,NA,NA
1,NA,NA,NA,0,0,"5 W 1",5,236,NA,NA,NA
3,0.0377635574730373,0.750785999480948,0.612797696611067,0.060352568507958,0.00701339084433627,"4 W 1",5,236,NA,NA,NA
3,0.0314464291967035,0.653073679695431,0.654107435617627,0.0851703770887552,0.0181706321277267,"5 S 1",5,236,NA,NA,NA
2,NA,NA,NA,0.0507146615361984,0.0052957868792563,"5 NE 1",5,236,NA,NA,NA
4,0.0941540471390295,0.375807427962881,0.97809621830152,0.193050627890433,0.0551230942479218,"5 W 3",5,237,NA,NA,NA
5,0.080262294168761,0.464564462922281,0.50319473816666,0.0544255032705852,0.00971378448498808,"1 E 1",5,237,NA,NA,NA
2,NA,NA,NA,0.0317931314295366,0.00203916697636526,"1 NE 1",5,237,NA,NA,NA
3,0.0978619235017803,0.773480690175567,0.828343794153636,0.254193587272193,0.0661509990264832,"1 S 1",5,237,NA,NA,NA
5,0.132686133168459,0.672112833257966,0.949591574893289,0.0306456499098805,0.00851108221689593,"1 W 1",5,237,NA,NA,NA
6,0.210979241414221,0.301564873894915,0.766706923292203,0.0544185232073382,0.0147751807773969,"1 W 3",5,237,NA,NA,NA
4,0.128255513071757,0.063540217575012,0.703999736818892,0.078525580103856,0.00707086548179838,"1 E 3",5,237,NA,NA,NA
5,0.0759676017219627,0.757625951631153,0.575404303905439,0.127857365797398,0.0339677885977724,"1 S 3",5,237,NA,NA,NA
7,0.175667105901332,0.322776335313209,0.82069800709966,0.151534621070263,0.0356990794757935,"4 NE 1",5,237,NA,NA,NA
3,9.62761120464066e-05,0.0123696757431959,0.668276980521981,0.00353758664274681,0.00049718066148739,"4 S 3",5,237,NA,NA,NA
4,0.00725559115992231,0.154799352919467,0.965789290568822,0.0657351150749231,0.0047919639659671,"4 NE 3",5,237,NA,NA,NA
5,0.0563554132671283,0.502096661549358,0.816950631286099,0.0812868033937584,0.0157123798044295,"4 NW 1",5,237,NA,NA,NA
2,NA,NA,NA,0.0244069903870488,0.00618417000057386,"5 S 3",5,237,NA,NA,NA
7,0.124564198548874,0.52434578868457,0.731146255404519,0.0902095479686376,0.0101270749173006,"4 S 1",5,237,NA,NA,NA
5,0.0161007460865804,0.430790583143059,0.756186675239364,0.0919621107900641,0.0250541037275051,"1 NE 3",5,237,NA,NA,NA
3,0.0638973233345506,0.543172307164861,0.792335659780878,0.257992288942081,0.0723297617164826,"4 W 3",5,237,NA,NA,NA
1,NA,NA,NA,0,0,"4 E 1",5,237,NA,NA,NA
4,0.00901691823124018,0.363529164973564,0.755925915412202,0.180695954469689,0.0582310296981546,"5 E 1",5,237,NA,NA,NA
4,0.120341018211648,0.541611535759681,0.989629873024174,0.0453050199920846,0.0136169875366733,"5 NE 3",5,237,NA,NA,NA
2,NA,NA,NA,0.0373277168989869,0.00400812898489469,"5 E 3",5,237,NA,NA,NA
6,0.0588993134057829,0.494956511372027,0.864123827833442,0.0566857651586814,0.00829239435667832,"5 N 1",5,237,NA,NA,NA
3,0.00280305136764927,0.639011279452466,0.558752455162089,0.0347575696235917,0.00966895655203202,"5 N 3",5,237,NA,NA,NA
2,NA,NA,NA,0.0242900757519016,0.00615454652107723,"4 NW 3",5,237,NA,NA,NA
3,0.007785224170647,0.501367958639646,0.432376930075874,0.0761488004855399,0.00662241667396704,"1 N 1",5,237,NA,NA,NA
3,0.00416752764226126,0.453644719500559,0.944651810796766,0.141295189925434,0.0428328239736923,"4 E 3",5,237,NA,NA,NA
1,NA,NA,NA,0,0,"5 W 1",5,237,NA,NA,NA
3,0.00271882107232901,0.577013746629295,0.557748410886683,0.0377365989704674,0.00367657481063486,"4 W 1",5,237,NA,NA,NA
3,0.000966126121778411,0.173580813341006,0.678802529193672,0.0852175449516261,0.0223362735068168,"5 S 1",5,237,NA,NA,NA
2,NA,NA,NA,0.0311498562920541,0.00199790820888655,"5 NE 1",5,237,NA,NA,NA
4,0.26135370903945,0.421076644791627,0.990688398186916,0.204294396751995,0.0594460785911265,"5 W 3",5,238,NA,NA,NA
5,0.121810768696932,0.313191957633508,0.818938393270201,0.130814017873324,0.0244238237854609,"1 E 1",5,238,NA,NA,NA
2,NA,NA,NA,0.0454041278042458,0.00415888444319656,"1 NE 1",5,238,NA,NA,NA
3,0.01827235691526,0.978123227653613,0.814247046484667,0.277852578993231,0.0786418549493611,"1 S 1",5,238,NA,NA,NA
5,0.266741513352619,0.495110178712649,0.998492238508692,0.0350699552597557,0.0106248921751588,"1 W 1",5,238,NA,NA,NA
6,0.171275673573855,0.76579128062875,0.987954002216689,0.0690193912088208,0.0176911211374996,"1 W 3",5,238,NA,NA,NA
4,0.136697514404122,0.0591400397176971,0.666728263561998,0.0831452604430946,0.0081925343789925,"1 E 3",5,238,NA,NA,NA
5,0.043435638177724,0.417547499175293,0.817598078181211,0.109885216428254,0.0311269220459302,"1 S 3",5,238,NA,NA,NA
7,0.107715701696291,0.33811787690216,0.765843199079576,0.139525141055491,0.0396095575637205,"4 NE 1",5,238,NA,NA,NA
3,0.119155172037656,0.0235333161714133,0.990280582842107,0.00922167602289414,0.00160241549349042,"4 S 3",5,238,NA,NA,NA
4,0.00735591351931773,0.837746968072985,0.788547114199214,0.0897525927311718,0.00834357037323828,"4 NE 3",5,238,NA,NA,NA
5,0.171529286583218,0.697720798747738,0.778533609843402,0.135819624182911,0.0275844324776491,"4 NW 1",5,238,NA,NA,NA
2,NA,NA,NA,0.0286359578331825,0.00851287757847661,"5 S 3",5,238,NA,NA,NA
7,0.158073019948912,0.354914879278793,0.700937836336072,0.112362034405079,0.0159886540395153,"4 S 1",5,238,NA,NA,NA
5,0.141278322150942,0.709431826001223,0.940620060824576,0.134601211557862,0.0336859678067914,"1 NE 3",5,238,NA,NA,NA
3,0.0673131322737019,0.567961234571016,0.823369137222439,0.280493612739653,0.0855171500426075,"4 W 3",5,238,NA,NA,NA
1,NA,NA,NA,0,0,"4 E 1",5,238,NA,NA,NA
4,0.10241909086879,0.770319412972748,0.750052483415976,0.173506537380341,0.0474190232640414,"5 E 1",5,238,NA,NA,NA
4,0.027648691580557,0.346667981531281,0.989681538863814,0.0452177761108497,0.0134690955262223,"5 NE 3",5,238,NA,NA,NA
2,NA,NA,NA,0.0342814039938473,0.00338061748943672,"5 E 3",5,238,NA,NA,NA
6,0.271308969928871,0.351923615217525,0.902067469902422,0.131761131426974,0.0237595388193334,"5 N 1",5,238,NA,NA,NA
3,0.00206527265512374,0.11878848415757,0.735733039646481,0.0577362609683935,0.0141033884013808,"5 N 3",5,238,NA,NA,NA
2,NA,NA,NA,0.0284987855514278,0.00847209909819875,"4 NW 3",5,238,NA,NA,NA
3,0.0161189270663181,0.406178015124731,0.686189195339349,0.0670965801156404,0.0060630302079205,"1 N 1",5,238,NA,NA,NA
3,0.00394957541103533,0.420805613530967,0.972580507393672,0.166217834924322,0.0592816061183283,"4 E 3",5,238,NA,NA,NA
1,NA,NA,NA,0,0,"5 W 1",5,238,NA,NA,NA
3,0.0100519864259901,0.171011468948573,0.681742825495163,0.0553426930639326,0.00664030349454036,"4 W 1",5,238,NA,NA,NA
3,0.139602346639787,0.746473761583879,0.701237348220273,0.126001974079862,0.0358221602539924,"5 S 1",5,238,NA,NA,NA
2,NA,NA,NA,0.044485459361023,0.00407473711823423,"5 NE 1",5,238,NA,NA,NA
4,0.18249617266093,0.541586194426891,0.778136373286396,0.166148286721497,0.0394982860620508,"5 W 3",5,239,NA,NA,NA
5,0.108331528949822,0.313760491432667,0.581351871579781,0.12971204722938,0.0209432722549147,"1 E 1",5,239,NA,NA,NA
2,NA,NA,NA,0.0524134047088083,0.00554205615783021,"1 NE 1",5,239,NA,NA,NA
3,0.037353868723873,0.678199378877559,0.845362514573398,0.191894165099606,0.0382124737255893,"1 S 1",5,239,NA,NA,NA
5,0.203803934333957,0.616293311056866,0.967582969626716,0.0277483293653442,0.00687603978559191,"1 W 1",5,239,NA,NA,NA
6,0.142494807133221,0.744897313356667,0.761801281131331,0.068009222689336,0.0155674375471185,"1 W 3",5,239,NA,NA,NA
4,0.0753310001931616,0.0859500994130438,0.840730832527416,0.126745987613743,0.0168861887687331,"1 E 3",5,239,NA,NA,NA
5,0.0547846974913048,0.2980668390946,0.726516716996809,0.133262207391239,0.0295930643042664,"1 S 3",5,239,NA,NA,NA
7,0.0792545165401548,0.529533575652754,0.858537648291016,0.139291819155073,0.0251402745148852,"4 NE 1",5,239,NA,NA,NA
3,0.0654037404125652,0.0290147800510356,0.99054551183043,0.0089647849036832,0.00137570552878235,"4 S 3",5,239,NA,NA,NA
4,0.00854293593030007,0.147866501003409,0.466937796351688,0.105870877527086,0.0117270559731131,"4 NE 3",5,239,NA,NA,NA
5,0.120953453267514,0.665771604375101,0.634477342218402,0.137511506653757,0.022842718014277,"4 NW 1",5,239,NA,NA,NA
2,NA,NA,NA,0.0190949554490752,0.00378521243695227,"5 S 3",5,239,NA,NA,NA
7,0.105630873138101,0.408496264190604,0.796011428439788,0.127792138302282,0.0202035596253111,"4 S 1",5,239,NA,NA,NA
5,0.0977144547038401,0.570391648016651,0.713663350361146,0.120498125787477,0.0215106585104216,"1 NE 3",5,239,NA,NA,NA
3,0.00210965226805135,0.691496983797167,0.778324098816457,0.200433644596103,0.0429541621084207,"4 W 3",5,239,NA,NA,NA
1,NA,NA,NA,0,0,"4 E 1",5,239,NA,NA,NA
4,0.0567998882213888,0.793023876911067,0.521893616992216,0.172334809301369,0.0428142149684646,"5 E 1",5,239,NA,NA,NA
4,0.0630123628093007,0.439101106718939,0.989118708068562,0.0392045636266072,0.0104909413257348,"5 NE 3",5,239,NA,NA,NA
2,NA,NA,NA,0.0371321562816914,0.0039662416696447,"5 E 3",5,239,NA,NA,NA
6,0.165335639296075,0.340475200298833,0.909115590111546,0.131612753561042,0.0216375885121787,"5 N 1",5,239,NA,NA,NA
3,0.0173925495807762,0.146940850796201,0.74187818757518,0.0516207463025475,0.00944795707832554,"5 N 3",5,239,NA,NA,NA
2,NA,NA,NA,0.0190034865824072,0.00376708047049501,"4 NW 3",5,239,NA,NA,NA
3,0.0146517453412204,0.441962203506286,0.535187002003855,0.0957618228793855,0.0111592350435785,"1 N 1",5,239,NA,NA,NA
3,0.0121523574945304,0.390644648728074,0.980354738988384,0.126744438427768,0.0344949710781595,"4 E 3",5,239,NA,NA,NA
1,NA,NA,NA,0,0,"5 W 1",5,239,NA,NA,NA
3,0.0229644623452536,0.702171627653661,0.626680993899869,0.0624949201955128,0.00743753257570855,"4 W 1",5,239,NA,NA,NA
3,0.0829884154474676,0.843489951054867,0.65036371573792,0.105891509631216,0.0216055554955533,"5 S 1",5,239,NA,NA,NA
2,NA,NA,NA,0.0513529165277459,0.00542992291468725,"5 NE 1",5,239,NA,NA,NA
4,0.174069579402572,0.398988920505377,0.86104238725995,0.205549195607118,0.0601434721343647,"5 W 3",5,240,NA,NA,NA
5,0.107422108705542,0.370550292560129,0.502922565507901,0.110788309442439,0.0198319751278472,"1 E 1",5,240,NA,NA,NA
2,NA,NA,NA,0.032444567013752,0.00212358741974048,"1 NE 1",5,240,NA,NA,NA
3,0.0755731945504252,0.774451846781339,0.85275618969679,0.254906588002008,0.0666521056184878,"1 S 1",5,240,NA,NA,NA
5,0.180399426879147,0.371459456546756,0.993975689378375,0.033620918414462,0.00986391673223882,"1 W 1",5,240,NA,NA,NA
6,0.183288203908323,0.682735290388448,0.66871742840335,0.066496605495863,0.0176383281812764,"1 W 3",5,240,NA,NA,NA
4,0.118990565536643,0.0659944656606019,0.821758097250892,0.117248759981621,0.014698361648238,"1 E 3",5,240,NA,NA,NA
5,0.0746599157733164,0.385313849466535,0.602997752502447,0.135419219032543,0.038001531443535,"1 S 3",5,240,NA,NA,NA
7,0.14376019086178,0.324403123565384,0.678395278166031,0.157766270476511,0.0378615592687339,"4 NE 1",5,240,NA,NA,NA
3,0.0501391633112184,0.0200590748677807,0.67749516512008,0.00751952809260013,0.0011973341713208,"4 S 3",5,240,NA,NA,NA
4,0.00579416729906405,0.162361540326443,0.969073961577392,0.0672978872462383,0.00485202603808646,"4 NE 3",5,240,NA,NA,NA
5,0.0917030104307313,0.689965688796457,0.678871402744099,0.104135024242759,0.0182110068587973,"4 NW 1",5,240,NA,NA,NA
2,NA,NA,NA,0.0248330208569636,0.00640194687682495,"5 S 3",5,240,NA,NA,NA
7,0.142414054219194,0.335503354575787,0.651624824719384,0.076288247179935,0.00888400674443666,"4 S 1",5,240,NA,NA,NA
5,0.0568948368920646,0.685559634966425,0.943018276684611,0.106905771148274,0.0238873054769189,"1 NE 3",5,240,NA,NA,NA
3,0.0147038132064561,0.995032530604796,0.753207715108319,0.23828814894631,0.0613023447924612,"4 W 3",5,240,NA,NA,NA
1,NA,NA,NA,0,0,"4 E 1",5,240,NA,NA,NA
4,0.0302626423988955,0.375801041836996,0.706115165129386,0.174817499027119,0.0549960097011105,"5 E 1",5,240,NA,NA,NA
4,0.1059165148152,0.431058593781884,0.987204839970965,0.0477332631213142,0.0151493564549849,"5 NE 3",5,240,NA,NA,NA
2,NA,NA,NA,0.035448381392337,0.00361469495530012,"5 E 3",5,240,NA,NA,NA
6,0.109949029439192,0.384217830807755,0.889731131430675,0.110556920002937,0.0178996490508005,"5 N 1",5,240,NA,NA,NA
3,0.000346778691257121,0.0966523870492231,0.559661774389662,0.0458524634948391,0.0113338412762966,"5 N 3",5,240,NA,NA,NA
2,NA,NA,NA,0.0247140654459502,0.0063712802001284,"4 NW 3",5,240,NA,NA,NA
3,0.00703777191990122,0.459660010252193,0.466356810632784,0.0848107105575007,0.00862713074048983,"1 N 1",5,240,NA,NA,NA
3,0.0012884176578137,0.450014987469249,0.944096968525768,0.141239172829932,0.0427999816031282,"4 E 3",5,240,NA,NA,NA
1,NA,NA,NA,0,0,"5 W 1",5,240,NA,NA,NA
3,0.00154517488925772,0.154918523330623,0.558720044033741,0.040943737599731,0.0041339427556301,"4 W 1",5,240,NA,NA,NA
3,0.049047440182673,0.737097742241918,0.649397002984933,0.104055793111924,0.0233012321757476,"5 S 1",5,240,NA,NA,NA
2,NA,NA,NA,0.031788111283602,0.00208062056092641,"5 NE 1",5,240,NA,NA,NA
4,0.186132917877012,0.425738857361276,0.854200481505406,0.206808818233862,0.0626395059889328,"5 W 3",5,241,NA,NA,NA
5,0.102517560027101,0.342102950404956,0.493911325422868,0.0759528448676671,0.012900580624119,"1 E 1",5,241,NA,NA,NA
2,NA,NA,NA,0.0321792533485723,0.00208899838629105,"1 NE 1",5,241,NA,NA,NA
3,0.0896023707629958,0.76938580382764,0.80982738656707,0.264066947235569,0.0715722490922957,"1 S 1",5,241,NA,NA,NA
5,0.216689430031603,0.582432319601762,0.993906679365948,0.033634871776341,0.0103871028745926,"1 W 1",5,241,NA,NA,NA
6,0.214190778082113,0.311296599277378,0.798518274254498,0.0616517444318283,0.0174557321216891,"1 W 3",5,241,NA,NA,NA
4,0.10200197607441,0.0660486801626246,0.707321444001158,0.0790355709968841,0.00717867268726189,"1 E 3",5,241,NA,NA,NA
5,0.0776750299108221,0.736412731207663,0.715395140638353,0.136330920352412,0.0414106465086249,"1 S 3",5,241,NA,NA,NA
7,0.151563332454231,0.62544269694865,0.851305514533248,0.160821519413708,0.0414108157370564,"4 NE 1",5,241,NA,NA,NA
3,0.035439240295381,0.0160387415716432,0.706915207998692,0.00514555573354656,0.000718317399279928,"4 S 3",5,241,NA,NA,NA
4,0.00952981383367538,0.828944218894565,0.877419391477007,0.0667776387981555,0.00489703731435231,"4 NE 3",5,241,NA,NA,NA
5,0.117915605129232,0.575984051593479,0.572500469935164,0.09677790334353,0.0177567014787013,"4 NW 1",5,241,NA,NA,NA
2,NA,NA,NA,0.0265582040630352,0.00732234802252552,"5 S 3",5,241,NA,NA,NA
7,0.119449137831855,0.369420257024493,0.763214732971338,0.0986769472182546,0.0124635994404308,"4 S 1",5,241,NA,NA,NA
5,0.0926002218981539,0.501435035851671,0.77748061930453,0.10821371864969,0.0257196569310172,"1 NE 3",5,241,NA,NA,NA
3,0.0586688783020334,0.524510520972737,0.794302486429974,0.263114418254843,0.0753528691798169,"4 W 3",5,241,NA,NA,NA
1,NA,NA,NA,0,0,"4 E 1",5,241,NA,NA,NA
4,0.0706376590609194,0.640627336927422,0.579131818270702,0.183431867765372,0.0609367653862962,"5 E 1",5,241,NA,NA,NA
4,0.115711707679837,0.538230919818388,0.990730795978426,0.0497159733245197,0.0164881968824163,"5 NE 3",5,241,NA,NA,NA
2,NA,NA,NA,0.0219654657128588,0.00138790475903129,"5 E 3",5,241,NA,NA,NA
6,0.125257842591815,0.418333534802503,0.861510871558825,0.0747507276594092,0.0111829685630214,"5 N 1",5,241,NA,NA,NA
3,0.0534500526898278,0.0971942519553348,0.708760854526723,0.0482258591004264,0.0120542889943422,"5 N 3",5,241,NA,NA,NA
2,NA,NA,NA,0.0264309846603578,0.0072872724300867,"4 NW 3",5,241,NA,NA,NA
3,0.00921902813346877,0.494333623958616,0.41731171010756,0.0817186647860047,0.00764060239930987,"1 N 1",5,241,NA,NA,NA
3,0.0476952147722025,0.494002012093882,0.97385425062629,0.160086060925015,0.0549903378185216,"4 E 3",5,241,NA,NA,NA
1,NA,NA,NA,0,0,"5 W 1",5,241,NA,NA,NA
3,0.0522044194219833,0.560861889806608,0.623767644237561,0.0382858298425801,0.00399360765594607,"4 W 1",5,241,NA,NA,NA
3,0.041218360174108,0.594029855757524,0.64674468210855,0.0949890560678258,0.0252954474977339,"5 S 1",5,241,NA,NA,NA
2,NA,NA,NA,0.0315281657491086,0.00204673137251418,"5 NE 1",5,241,NA,NA,NA
4,0.224689094447336,0.451601665280263,0.993216936774981,0.181613038274747,0.0484538692117709,"5 W 3",5,242,NA,NA,NA
5,0.117795998345732,0.311593773294744,0.727867838738885,0.111446598515706,0.0174988830973714,"1 E 1",5,242,NA,NA,NA
2,NA,NA,NA,0.0623487392260524,0.00784226530200672,"1 NE 1",5,242,NA,NA,NA
3,0.0105414217122558,0.963323579895796,0.85028643207354,0.274719276967478,0.076834236457631,"1 S 1",5,242,NA,NA,NA
5,0.240881710042595,0.48589294809832,0.994855202598773,0.0310154652766032,0.00851418611943992,"1 W 1",5,242,NA,NA,NA
6,0.124081633964684,0.699633832316105,0.771148225519573,0.0614558398323186,0.0147450130063692,"1 W 3",5,242,NA,NA,NA
4,0.0957985448931876,0.664169525225944,0.712619955663835,0.0723563694787849,0.00578756468229093,"1 E 3",5,242,NA,NA,NA
5,0.0470982304368679,0.408941948379035,0.67254758177788,0.0983447431174069,0.0265810687301225,"1 S 3",5,242,NA,NA,NA
7,0.0905965865031313,0.298165438559411,0.704375137559801,0.127919789483175,0.0330504237712472,"4 NE 1",5,242,NA,NA,NA
3,0.101956425590446,0.0237714824207296,0.990815860067064,0.00782807836464405,0.00114446207065099,"4 S 3",5,242,NA,NA,NA
4,0.00597472001962318,0.726845814165561,0.414033202458878,0.120754066591108,0.0151447040151278,"4 NE 3",5,242,NA,NA,NA
5,0.12698076967119,0.872832758985798,0.56948552315498,0.149528846042409,0.0300465449511331,"4 NW 1",5,242,NA,NA,NA
2,NA,NA,NA,0.0258923255933855,0.00695977306032113,"5 S 3",5,242,NA,NA,NA
7,0.125666087807013,0.429252355871046,0.637365338057344,0.132506005433651,0.0205222283972655,"4 S 1",5,242,NA,NA,NA
5,0.138464518518531,0.455385694345806,0.907125534112394,0.143892475447702,0.0360532577451463,"1 NE 3",5,242,NA,NA,NA
3,0.0422395268245787,0.515895647333545,0.778987317720648,0.279309593201916,0.0850447280484841,"4 W 3",5,242,NA,NA,NA
1,NA,NA,NA,0,0,"4 E 1",5,242,NA,NA,NA
4,0.0860500166920317,0.842724506493137,0.607893588108917,0.195671428718984,0.0498793817812088,"5 E 1",5,242,NA,NA,NA
4,0.0162682809337822,0.418292911694996,0.988248340090136,0.0419969818480739,0.0115501525695751,"5 NE 3",5,242,NA,NA,NA
2,NA,NA,NA,0.0365594209801021,0.0038448327377984,"5 E 3",5,242,NA,NA,NA
6,0.224072645354782,0.213518461818947,0.901516972562934,0.104855651024286,0.0153900851772347,"5 N 1",5,242,NA,NA,NA
3,0.0019472453233253,0.139725576432228,0.693133793280789,0.0580405403299512,0.0126254708305439,"5 N 3",5,242,NA,NA,NA
2,NA,NA,NA,0.0257682958891141,0.00692643427847418,"4 NW 3",5,242,NA,NA,NA
3,0.00353135739216108,0.54451342703361,0.571982155336817,0.0332158828867686,0.00196450429575913,"1 N 1",5,242,NA,NA,NA
3,0.0020890011976093,0.342775438496261,0.966201440933547,0.137866487860237,0.0408374819242237,"4 E 3",5,242,NA,NA,NA
1,NA,NA,NA,0,0,"5 W 1",5,242,NA,NA,NA
3,0.00897169268501991,0.721798110339176,0.646709070693311,0.0738028826186867,0.0103346883815503,"4 W 1",5,242,NA,NA,NA
3,0.123865347213793,0.712462976975752,0.632818366273098,0.114824950912843,0.0340089631757545,"5 S 1",5,242,NA,NA,NA
2,NA,NA,NA,0.061087227950059,0.00768359158653758,"5 NE 1",5,242,NA,NA,NA
4,0.133111799084931,0.591403455207937,0.640582854542988,0.142865494329808,0.0307914549382978,"5 W 3",5,243,NA,NA,NA
5,0.096970121879773,0.311126777821062,0.413597685300901,0.10990117379815,0.0147880847679005,"1 E 1",5,243,NA,NA,NA
2,NA,NA,NA,0.0693580161306149,0.00970464164656647,"1 NE 1",5,243,NA,NA,NA
3,0.0539833296157855,0.680623194760423,0.915846410485389,0.188842345065741,0.0368371647914427,"1 S 1",5,243,NA,NA,NA
5,0.168865215384643,0.632229322098913,0.753773499833901,0.0236658953347068,0.00524319860099241,"1 W 1",5,243,NA,NA,NA
6,0.121671919929545,0.347868137077784,0.654364945003544,0.0610519732533477,0.0129197265399501,"1 W 3",5,243,NA,NA,NA
4,0.0586179045368103,0.104122872067953,0.700162183813716,0.115647842625351,0.0136285102589241,"1 E 3",5,243,NA,NA,NA
5,0.0645136999290656,0.214520736008405,0.769394646265621,0.114753971939339,0.0242422113060576,"1 S 3",5,243,NA,NA,NA
7,0.0873094439975422,0.540306125389444,0.829568019014689,0.118808810693149,0.0192638051532623,"4 NE 1",5,243,NA,NA,NA
3,0.0474529918931057,0.0308097969160315,0.992297301648692,0.00758638770575031,0.000966063757302595,"4 S 3",5,243,NA,NA,NA
4,0.0134681860884908,0.249728294276113,0.472348561733109,0.136685180586371,0.0193514608370667,"4 NE 3",5,243,NA,NA,NA
5,0.0792374571252102,0.824757702994646,0.491678064204577,0.151505612604628,0.026280193440478,"4 NW 1",5,243,NA,NA,NA
2,NA,NA,NA,0.0163513232092783,0.00277561205937531,"5 S 3",5,243,NA,NA,NA
7,0.0939370347373812,0.418850017534448,0.758073767537036,0.148240580768058,0.0254620597446348,"4 S 1",5,243,NA,NA,NA
5,0.0794488055801877,0.425049774106202,0.633074172806254,0.131190090605255,0.0248424780401822,"1 NE 3",5,243,NA,NA,NA
3,0.0224114400093406,0.973143324816685,0.726868920822963,0.197856185072071,0.0423220344806871,"4 W 3",5,243,NA,NA,NA
1,NA,NA,NA,0,0,"4 E 1",5,243,NA,NA,NA
4,0.0350009809255551,0.862677896619007,0.483647667680698,0.195056588640875,0.0458631753419289,"5 E 1",5,243,NA,NA,NA
4,0.0514407910551367,0.452635987370616,0.990084589912572,0.0360134874404577,0.00879863662661278,"5 NE 3",5,243,NA,NA,NA
2,NA,NA,NA,0.0394101732679462,0.00446781850101466,"5 E 3",5,243,NA,NA,NA
6,0.118507051634143,0.196414805244322,0.840120241120936,0.10486066303563,0.0135620251521867,"5 N 1",5,243,NA,NA,NA
3,0.014128355893128,0.170360774100027,0.676278918319625,0.0534996109666378,0.00918598434526938,"5 N 3",5,243,NA,NA,NA
2,NA,NA,NA,0.0162729969200936,0.00276231629180685,"4 NW 3",5,243,NA,NA,NA
